idx,result,time_s,max_depth,avg_depth,mincheck_calls,mincheck_time_s,added_clauses
1556,UNSAT,49.404629,266,135.969831,5318,0.8674,3484
1557,UNSAT,72.059442,279,134.539673,10120,1.7050,6845
1558,UNSAT,63.815394,274,137.385194,9802,1.5929,8180
1559,UNSAT,181.188370,306,130.185093,27640,4.7625,13538
155,UNSAT,,,,,,
1560,UNSAT,166.924633,282,130.509009,23781,4.2556,12379
1561,UNSAT,228.184429,268,128.045035,40776,7.0696,25271
1562,UNSAT,61.907179,258,134.031526,10339,1.6513,8108
1563,UNSAT,127.432351,297,132.120148,22898,3.8496,17557
1564,UNSAT,120.974416,268,131.245535,21737,3.8063,16822
1565,UNSAT,272.318977,290,127.049217,46635,9.2306,29105
1566,UNSAT,983.828512,309,129.144691,138182,29.1870,97985
1567,UNSAT,686.239050,271,128.388640,101483,20.2346,63570
1568,TIMEOUT,,,,,,
1569,TIMEOUT,,,,,,
156,UNSAT,,,,,,
1570,TIMEOUT,,,,,,
1571,TIMEOUT,,,,,,
1572,TIMEOUT,,,,,,
1573,UNSAT,924.773265,250,115.193959,114290,25.4143,55163
1574,UNSAT,2402.095589,288,113.878294,233100,51.2082,98684
1575,UNSAT,2173.074751,266,116.919618,228614,51.1026,135542
1576,UNSAT,263.907230,249,118.952321,39087,7.9124,18993
1577,UNSAT,852.040959,254,117.633371,113908,23.1287,56718
1578,UNSAT,759.726046,277,117.392188,93395,19.3098,53893
1579,UNSAT,1773.069896,255,116.316292,207975,46.0218,101162
157,UNSAT,,,,,,
1580,TIMEOUT,,,,,,
1581,TIMEOUT,,,,,,
1582,TIMEOUT,,,,,,
1583,UNSAT,3050.886283,277,116.383413,250271,56.7671,148402
1584,TIMEOUT,,,,,,
1585,TIMEOUT,,,,,,
1586,TIMEOUT,,,,,,
1587,TIMEOUT,,,,,,
1588,TIMEOUT,,,,,,
1589,TIMEOUT,,,,,,
158,UNSAT,,,,,,
1590,TIMEOUT,,,,,,
1591,UNSAT,523.024676,293,126.329609,86166,17.5700,53283
1592,TIMEOUT,,,,,,
1593,TIMEOUT,,,,,,
1594,TIMEOUT,,,,,,
1595,UNSAT,1.740400,90,46.000000,3,0.0005,3
1596,UNSAT,55.883140,265,133.339074,9675,1.5724,7938
1597,UNSAT,162.111569,269,131.329141,27802,5.2183,21632
1598,UNSAT,931.218642,271,129.397419,134538,28.1912,107644
1599,TIMEOUT,,,,,,
159,UNSAT,,,,,,
15,UNSAT,,,,,,
1600,UNSAT,3297.225186,283,128.285317,327524,71.3836,220703
1601,UNSAT,653.064535,257,119.239861,82883,18.1018,48061
1602,TIMEOUT,,,,,,
1603,UNSAT,1.625282,90,46.000000,3,0.0004,3
1604,TIMEOUT,,,,,,
1605,TIMEOUT,,,,,,
1606,TIMEOUT,,,,,,
1607,TIMEOUT,,,,,,
1608,TIMEOUT,,,,,,
1609,UNSAT,119.078320,272,131.572349,25325,4.1705,19872
160,UNSAT,,,,,,
1610,UNSAT,125.521945,265,127.995876,22098,3.9974,14772
1611,UNSAT,105.539885,287,136.372896,21115,3.3325,14477
1612,UNSAT,66.620368,302,133.392128,12981,1.9997,10305
1613,UNSAT,270.829208,280,128.040974,52004,9.3493,37061
1614,UNSAT,105.358433,313,139.054171,16605,2.9425,9681
1615,UNSAT,38.914517,327,141.550379,5051,0.8729,3966
1616,UNSAT,190.391947,275,129.779193,32523,6.1176,21461
1617,TIMEOUT,,,,,,
1618,TIMEOUT,,,,,,
1619,UNSAT,1.837905,90,46.000000,3,0.0003,3
161,UNSAT,,,,,,
1620,UNSAT,656.486996,297,115.644936,74745,17.0523,34214
1621,UNSAT,1.711288,90,46.000000,3,0.0004,3
1622,UNSAT,2894.106294,256,113.223927,233673,59.6565,98424
1623,UNSAT,1.805609,90,46.000000,3,0.0003,3
1624,UNSAT,202.273197,254,115.940382,23456,4.7868,8054
1625,UNSAT,85.704635,339,117.963055,7940,1.5572,1756
1626,UNSAT,188.070347,283,119.382621,20635,4.3982,6488
1627,UNSAT,1045.081712,286,114.483117,96888,25.9775,24529
1628,UNSAT,1.917325,90,46.000000,3,0.0006,3
1629,UNSAT,277.071383,310,116.368508,28211,7.3997,11953
162,UNSAT,,,,,,
1630,UNSAT,477.001262,296,115.669433,41795,10.8521,9383
1631,UNSAT,2988.810135,307,114.139696,268636,67.1158,87514
1632,UNSAT,1.933835,90,46.000000,3,0.0005,3
1633,UNSAT,459.635067,279,125.254119,62040,16.6604,47689
1634,UNSAT,1053.871379,286,125.316249,140084,33.0268,102064
1635,UNSAT,262.271347,278,127.413286,43563,10.0093,29932
1636,UNSAT,1.870596,92,47.000000,3,0.0007,3
1637,TIMEOUT,,,,,,
1638,TIMEOUT,,,,,,
1639,UNSAT,1.764585,90,46.000000,3,0.0003,3
163,UNSAT,,,,,,
1640,UNSAT,3393.332632,270,113.891744,315962,80.2923,99908
1641,UNSAT,1.808056,126,72.229730,5,0.0007,5
1642,UNSAT,1.645896,90,46.000000,3,0.0003,3
1643,TIMEOUT,,,,,,
1644,TIMEOUT,,,,,,
1645,TIMEOUT,,,,,,
1646,TIMEOUT,,,,,,
1647,TIMEOUT,,,,,,
1648,TIMEOUT,,,,,,
1649,UNSAT,1.421474,92,47.000000,3,0.0003,3
164,UNSAT,,,,,,
1650,TIMEOUT,,,,,,
1651,TIMEOUT,,,,,,
1652,TIMEOUT,,,,,,
1653,TIMEOUT,,,,,,
1654,UNSAT,1525.389823,312,123.178202,210804,47.6388,133454
1655,UNSAT,619.702362,303,126.357062,99041,21.0911,64465
1656,TIMEOUT,,,,,,
1657,UNSAT,3344.700241,303,123.501349,355009,83.1090,173189
1658,TIMEOUT,,,,,,
1659,TIMEOUT,,,,,,
165,UNSAT,,,,,,
1660,TIMEOUT,,,,,,
1661,TIMEOUT,,,,,,
1662,TIMEOUT,,,,,,
1663,TIMEOUT,,,,,,
1664,UNSAT,1.682639,92,47.000000,3,0.0003,3
1665,TIMEOUT,,,,,,
1666,UNSAT,1.668969,95,48.500000,3,0.0003,3
1667,UNSAT,1.751689,92,47.000000,3,0.0002,3
1668,TIMEOUT,,,,,,
1669,TIMEOUT,,,,,,
166,UNSAT,,,,,,
1670,TIMEOUT,,,,,,
1671,TIMEOUT,,,,,,
1672,TIMEOUT,,,,,,
1673,UNSAT,1.677336,90,46.000000,3,0.0003,3
1674,UNSAT,1601.735318,302,112.429179,169480,39.3279,21705
1675,UNSAT,3.838938,303,169.504113,1012,0.1469,337
1676,TIMEOUT,,,,,,
1677,UNSAT,1.648679,90,46.000000,3,0.0003,3
1678,UNSAT,1.709753,90,46.000000,3,0.0003,3
1679,UNSAT,1.737727,90,46.000000,3,0.0003,3
167,UNSAT,,,,,,
1680,UNSAT,3538.248309,302,115.089944,323919,77.1081,59300
1681,UNSAT,100.598710,301,164.395644,21726,3.8229,1455
1682,TIMEOUT,,,,,,
1683,UNSAT,1.534155,90,46.000000,3,0.0003,3
1684,TIMEOUT,,,,,,
1685,UNSAT,1.467331,90,46.000000,3,0.0003,3
1686,UNSAT,1.670726,90,46.000000,3,0.0003,3
1687,UNSAT,1.430946,90,46.000000,3,0.0004,3
1688,TIMEOUT,,,,,,
1689,UNSAT,1.798446,90,46.000000,3,0.0003,3
168,UNSAT,,,,,,
1690,TIMEOUT,,,,,,
1691,UNSAT,1.729639,90,46.000000,3,0.0004,3
1692,TIMEOUT,,,,,,
1693,UNSAT,82.809389,307,163.764339,18245,2.9377,671
1694,TIMEOUT,,,,,,
1695,UNSAT,1.759167,90,46.000000,3,0.0003,3
1696,UNSAT,1.654481,90,46.000000,3,0.0003,3
1697,UNSAT,7.461232,308,156.109552,2910,0.3739,251
1698,TIMEOUT,,,,,,
1699,UNSAT,1.484070,90,46.000000,3,0.0005,3
169,UNSAT,,,,,,
16,UNSAT,,,,,,
1700,UNSAT,4.267885,316,166.449007,891,0.1689,213
1701,UNSAT,10.215035,306,162.426549,3142,0.4666,446
1702,TIMEOUT,,,,,,
1703,TIMEOUT,,,,,,
1704,TIMEOUT,,,,,,
1705,TIMEOUT,,,,,,
1706,TIMEOUT,,,,,,
1707,TIMEOUT,,,,,,
1708,TIMEOUT,,,,,,
1709,UNSAT,1.749860,92,47.000000,3,0.0005,3
170,UNSAT,,,,,,
1710,TIMEOUT,,,,,,
1711,TIMEOUT,,,,,,
1712,TIMEOUT,,,,,,
1713,TIMEOUT,,,,,,
1714,TIMEOUT,,,,,,
1715,TIMEOUT,,,,,,
1716,TIMEOUT,,,,,,
1717,TIMEOUT,,,,,,
1718,TIMEOUT,,,,,,
1719,UNSAT,1.662847,114,60.546218,4,0.0006,4
171,UNSAT,,,,,,
1720,UNSAT,1.689094,90,46.000000,3,0.0006,3
1721,TIMEOUT,,,,,,
1722,UNSAT,4.579481,303,157.364325,1090,0.1784,370
1723,TIMEOUT,,,,,,
1724,UNSAT,1.403669,90,46.000000,3,0.0003,3
1725,UNSAT,1.726993,90,46.000000,3,0.0003,3
1726,UNSAT,1.862084,114,60.546218,4,0.0007,4
1727,UNSAT,1.417168,90,46.000000,3,0.0003,3
1728,UNSAT,3.860600,304,156.699877,815,0.1511,96
1729,TIMEOUT,,,,,,
172,UNSAT,,,,,,
1730,TIMEOUT,,,,,,
1731,UNSAT,4.454804,312,161.993113,856,0.1814,138
1732,TIMEOUT,,,,,,
1733,ERROR,,,,,,
1734,ERROR,,,,,,
1735,ERROR,,,,,,
1736,ERROR,,,,,,
1737,ERROR,,,,,,
1738,ERROR,,,,,,
1739,ERROR,,,,,,
173,UNSAT,,,,,,
1740,ERROR,,,,,,
1741,ERROR,,,,,,
1742,UNSAT,485.338716,298,166.713975,86722,16.0194,1021
1743,ERROR,,,,,,
1744,ERROR,,,,,,
1745,UNSAT,3.292393,254,155.664643,799,0.1392,97
1746,UNSAT,3.828251,254,155.243029,830,0.1443,124
1747,UNSAT,8.224757,292,150.964614,2759,0.4301,494
1748,UNSAT,96.595966,277,153.905872,14231,2.1263,5082
1749,UNSAT,804.522343,304,133.300005,109495,22.5337,50343
174,UNSAT,,,,,,
1750,UNSAT,85.035712,276,164.554639,15659,2.4187,1383
1751,ERROR,,,,,,
1752,UNSAT,121.969535,287,166.344801,25415,4.1505,383
1753,ERROR,,,,,,
1754,ERROR,,,,,,
1755,ERROR,,,,,,
1756,ERROR,,,,,,
1757,ERROR,,,,,,
1758,ERROR,,,,,,
1759,ERROR,,,,,,
175,UNSAT,,,,,,
1760,ERROR,,,,,,
1761,ERROR,,,,,,
1762,ERROR,,,,,,
1763,UNSAT,26.720912,284,160.734549,4112,0.8074,1152
1764,ERROR,,,,,,
1765,UNSAT,5.775569,237,152.875615,915,0.2084,209
1766,UNSAT,8.948922,249,148.227602,1853,0.3799,391
1767,UNSAT,17.699219,302,158.621458,3086,0.6445,1310
1768,ERROR,,,,,,
1769,ERROR,,,,,,
176,UNSAT,,,,,,
1770,UNSAT,7.620590,243,149.197251,1037,0.3251,435
1771,ERROR,,,,,,
1772,ERROR,,,,,,
1773,ERROR,,,,,,
1774,ERROR,,,,,,
1775,ERROR,,,,,,
1776,ERROR,,,,,,
1777,ERROR,,,,,,
1778,UNSAT,7.407360,251,150.410011,946,0.1982,420
1779,ERROR,,,,,,
177,UNSAT,,,,,,
1780,ERROR,,,,,,
1781,ERROR,,,,,,
1782,ERROR,,,,,,
1783,UNSAT,5.916413,254,156.686072,827,0.1689,218
1784,UNSAT,11.320935,244,154.287741,1898,0.4048,819
1785,ERROR,,,,,,
1786,ERROR,,,,,,
1787,ERROR,,,,,,
1788,ERROR,,,,,,
1789,ERROR,,,,,,
178,UNSAT,,,,,,
1790,ERROR,,,,,,
1791,UNSAT,8.573348,247,147.241112,1104,0.2521,436
1792,ERROR,,,,,,
1793,ERROR,,,,,,
1794,ERROR,,,,,,
1795,UNSAT,10.918858,259,148.178357,2011,0.4921,946
1796,ERROR,,,,,,
1797,ERROR,,,,,,
1798,ERROR,,,,,,
1799,UNSAT,2.171135,126,72.385135,5,0.0010,4
179,UNSAT,,,,,,
17,UNSAT,,,,,,
1800,ERROR,,,,,,
1801,UNSAT,2.064179,126,72.385135,5,0.0007,4
1802,ERROR,,,,,,
1803,UNSAT,1.789381,126,72.385135,5,0.0005,4
1804,ERROR,,,,,,
1805,ERROR,,,,,,
1806,UNSAT,2.158767,126,72.385135,5,0.0014,4
1807,ERROR,,,,,,
1808,ERROR,,,,,,
1809,UNSAT,1.933005,126,72.385135,5,0.0013,4
180,UNSAT,,,,,,
1810,ERROR,,,,,,
1811,ERROR,,,,,,
1812,UNSAT,1.999317,126,72.385135,5,0.0007,4
1813,ERROR,,,,,,
1814,ERROR,,,,,,
1815,UNSAT,2.185405,126,72.385135,5,0.0011,4
1816,ERROR,,,,,,
1817,ERROR,,,,,,
1818,ERROR,,,,,,
1819,ERROR,,,,,,
181,UNSAT,,,,,,
1820,ERROR,,,,,,
1821,ERROR,,,,,,
1822,ERROR,,,,,,
1823,ERROR,,,,,,
1824,ERROR,,,,,,
1825,ERROR,,,,,,
1826,ERROR,,,,,,
1827,ERROR,,,,,,
1828,UNSAT,16.496013,258,157.194813,2938,0.6751,731
1829,ERROR,,,,,,
182,UNSAT,,,,,,
1830,ERROR,,,,,,
1831,ERROR,,,,,,
1832,ERROR,,,,,,
1833,ERROR,,,,,,
1834,ERROR,,,,,,
1835,ERROR,,,,,,
1836,ERROR,,,,,,
1837,ERROR,,,,,,
1838,ERROR,,,,,,
1839,ERROR,,,,,,
183,UNSAT,,,,,,
1840,ERROR,,,,,,
1841,ERROR,,,,,,
1842,ERROR,,,,,,
1843,UNSAT,477.875968,278,148.280135,58982,13.3742,14025
1844,TIMEOUT,,,,,,
1845,TIMEOUT,,,,,,
1846,TIMEOUT,,,,,,
1847,TIMEOUT,,,,,,
1848,TIMEOUT,,,,,,
1849,UNSAT,1.865731,126,72.385135,5,0.0007,4
184,UNSAT,,,,,,
1850,TIMEOUT,,,,,,
1851,UNSAT,289.008738,269,119.425878,31278,7.4894,15886
1852,UNSAT,1.957635,126,72.385135,5,0.0012,4
1853,UNSAT,742.358014,253,122.220479,74747,18.2678,50148
1854,UNSAT,1.936755,126,72.385135,5,0.0010,4
1855,TIMEOUT,,,,,,
1856,UNSAT,1.961629,116,61.150000,4,0.0008,3
1857,TIMEOUT,,,,,,
1858,UNSAT,159.622956,285,119.860776,16732,4.0133,6524
1859,UNSAT,319.025698,277,114.985779,40964,9.4652,15070
185,UNSAT,,,,,,
1860,TIMEOUT,,,,,,
1861,UNSAT,605.229735,273,117.908329,70833,16.1405,28963
1862,UNSAT,7.123173,248,150.455986,1790,0.2665,484
1863,UNSAT,5.724450,242,148.379317,991,0.1509,476
1864,UNSAT,29.504857,252,141.530797,2241,0.3957,1203
1865,UNSAT,6.208247,247,146.240849,1195,0.1928,574
1866,UNSAT,30.357255,270,142.274845,2813,0.4113,921
1867,UNSAT,1.736799,147,84.298343,6,0.0009,6
1868,UNSAT,41.473171,288,151.006905,4435,0.7262,1528
1869,UNSAT,40.836777,276,136.295813,4475,0.8232,3137
186,UNSAT,,,,,,
1870,UNSAT,102.087185,260,133.191624,9994,1.9563,3900
1871,TIMEOUT,,,,,,
1872,TIMEOUT,,,,,,
1873,TIMEOUT,,,,,,
1874,TIMEOUT,,,,,,
1875,TIMEOUT,,,,,,
1876,TIMEOUT,,,,,,
1877,TIMEOUT,,,,,,
1878,TIMEOUT,,,,,,
1879,TIMEOUT,,,,,,
187,UNSAT,,,,,,
1880,TIMEOUT,,,,,,
1881,TIMEOUT,,,,,,
1882,TIMEOUT,,,,,,
1883,TIMEOUT,,,,,,
1884,TIMEOUT,,,,,,
1885,UNSAT,444.573599,272,125.139252,62201,13.4330,50208
1886,TIMEOUT,,,,,,
1887,UNSAT,1.849589,90,46.000000,3,0.0006,3
1888,UNSAT,1.784240,90,46.000000,3,0.0004,3
1889,UNSAT,1146.874837,264,124.953167,143373,30.4834,108005
188,UNSAT,,,,,,
1890,TIMEOUT,,,,,,
1891,TIMEOUT,,,,,,
1892,TIMEOUT,,,,,,
1893,TIMEOUT,,,,,,
1894,TIMEOUT,,,,,,
1895,TIMEOUT,,,,,,
1896,TIMEOUT,,,,,,
1897,UNSAT,9.456592,260,148.037403,1589,0.2755,983
1898,UNSAT,11.260749,277,146.724335,1939,0.3801,1319
1899,UNSAT,33.826261,252,146.900503,3410,0.6289,1148
189,UNSAT,,,,,,
18,UNSAT,,,,,,
1900,UNSAT,62.797739,256,130.769113,5941,1.1049,2125
1901,UNSAT,119.566738,285,130.178889,19461,3.7312,14185
1902,UNSAT,1023.663538,285,127.595770,160661,34.0217,102529
1903,TIMEOUT,,,,,,
1904,TIMEOUT,,,,,,
1905,TIMEOUT,,,,,,
1906,UNSAT,1.666862,144,82.531073,6,0.0007,6
1907,UNSAT,1.597071,153,91.234146,7,0.0010,7
1908,UNSAT,1.679142,153,91.234146,7,0.0010,7
1909,TIMEOUT,,,,,,
190,UNSAT,,,,,,
1910,TIMEOUT,,,,,,
1911,TIMEOUT,,,,,,
1912,TIMEOUT,,,,,,
1913,TIMEOUT,,,,,,
1914,TIMEOUT,,,,,,
1915,UNSAT,1.733595,145,83.264045,6,0.0007,6
1916,UNSAT,8.878412,313,157.104186,2540,0.4133,645
1917,UNSAT,1.688594,90,46.000000,3,0.0003,3
1918,UNSAT,1.502438,90,46.000000,3,0.0004,3
1919,UNSAT,1.690294,90,46.000000,3,0.0004,3
191,UNSAT,,,,,,
1920,UNSAT,1.751645,90,46.000000,3,0.0003,3
1921,UNSAT,1.806655,90,46.000000,3,0.0003,3
1922,UNSAT,1.771335,90,46.000000,3,0.0003,3
1923,UNSAT,1.697599,90,46.000000,3,0.0003,3
1924,UNSAT,1.694009,90,46.000000,3,0.0003,3
1925,UNSAT,1.687692,90,46.000000,3,0.0003,3
1926,UNSAT,9.202000,303,159.031786,2506,0.3728,604
1927,UNSAT,1.456822,90,46.000000,3,0.0003,3
1928,UNSAT,1.335328,90,46.000000,3,0.0003,3
1929,UNSAT,1.406899,90,46.000000,3,0.0003,3
192,UNSAT,,,,,,
1930,UNSAT,1.558908,90,46.000000,3,0.0003,3
1931,UNSAT,1.676936,90,46.000000,3,0.0003,3
1932,UNSAT,4.394351,245,141.216437,986,0.1727,566
1933,UNSAT,1.684127,90,46.000000,3,0.0003,3
1934,UNSAT,1.737439,90,46.000000,3,0.0003,3
1935,UNSAT,1.655767,90,46.000000,3,0.0004,3
1936,UNSAT,1.743171,90,46.000000,3,0.0003,3
1937,UNSAT,1.678325,90,46.000000,3,0.0003,3
1938,UNSAT,2.880785,239,156.598379,644,0.1474,69
1939,UNSAT,2.855918,238,150.298983,678,0.1327,92
193,UNSAT,,,,,,
1940,UNSAT,3.104522,232,150.086020,764,0.1611,93
1941,UNSAT,2.827972,238,145.956363,509,0.1071,199
1942,UNSAT,1.642410,210,130.424138,20,0.0012,20
1943,UNSAT,30.814754,245,131.349586,2706,0.4658,1496
1944,UNSAT,1.707220,90,46.000000,3,0.0003,3
1945,UNSAT,1.775584,90,46.000000,3,0.0004,3
1946,UNSAT,1.792080,199,122.397849,16,0.0014,16
1947,UNSAT,1.585785,90,46.000000,3,0.0004,3
1948,UNSAT,1.624158,90,46.000000,3,0.0004,3
1949,UNSAT,1.430229,90,46.000000,3,0.0003,3
194,UNSAT,,,,,,
1950,UNSAT,1.615306,199,122.397849,16,0.0010,16
1951,UNSAT,3.999627,246,154.223185,836,0.1771,274
1952,UNSAT,2.958606,249,153.604990,596,0.1259,168
1953,UNSAT,1.553742,207,129.271586,22,0.0019,22
1954,UNSAT,3.880257,236,149.659965,765,0.1442,182
1955,UNSAT,1.378578,90,46.000000,3,0.0003,3
1956,UNSAT,1.838966,90,46.000000,3,0.0003,3
1957,UNSAT,1.690318,90,46.000000,3,0.0003,3
1958,UNSAT,7.310648,250,152.914443,1931,0.2658,671
1959,UNSAT,1.721564,90,46.000000,3,0.0003,3
195,UNSAT,,,,,,
1960,UNSAT,3.741054,229,145.085777,539,0.1018,303
1961,UNSAT,1.588467,90,46.000000,3,0.0003,3
1962,UNSAT,7.697199,243,148.482033,1749,0.2745,685
1963,UNSAT,1.924423,90,46.000000,3,0.0003,3
1964,UNSAT,2.063072,90,46.000000,3,0.0005,3
1965,UNSAT,1.921015,90,46.000000,3,0.0004,3
1966,UNSAT,2.046634,199,122.397849,16,0.0021,16
1967,UNSAT,1.858782,90,46.000000,3,0.0004,3
1968,UNSAT,1.944749,199,122.397849,16,0.0017,16
1969,UNSAT,9.101658,251,153.204340,2253,0.3918,681
196,UNSAT,,,,,,
1970,UNSAT,8.118507,255,157.085529,1693,0.3017,385
1971,UNSAT,8.513118,256,148.290708,2194,0.4576,938
1972,UNSAT,9.178901,290,157.228597,2458,0.4343,571
1973,UNSAT,15.271319,281,159.818195,4610,0.7358,1334
1974,UNSAT,13.734444,265,160.939820,3512,0.6132,1255
1975,UNSAT,13.829748,333,162.531145,3050,0.5679,1074
1976,UNSAT,1.447972,199,116.600985,14,0.0011,14
1978,UNSAT,1.976941,144,82.531073,6,0.0007,6
1979,UNSAT,59.406158,266,161.320118,8506,1.6756,2400
197,UNSAT,,,,,,
1981,UNSAT,1.752332,113,60.093220,4,0.0005,4
1982,UNSAT,1.778547,90,46.000000,3,0.0004,3
1984,UNSAT,69.402830,252,124.872665,6516,1.3575,1346
1985,UNSAT,4.721871,305,154.613124,909,0.1878,262
1986,UNSAT,89.220444,286,163.703969,20231,3.3270,1465
1989,UNSAT,9.566975,267,155.921127,2713,0.4630,424
198,UNSAT,,,,,,
1990,UNSAT,9.250673,291,154.851318,2668,0.4004,435
1994,UNSAT,1.485261,147,84.382022,6,0.0007,6
1995,UNSAT,8.728249,265,154.484061,2260,0.3418,492
1996,UNSAT,1.752011,90,46.000000,3,0.0004,3
1997,UNSAT,3.870678,236,129.444039,461,0.0988,392
1998,UNSAT,2.406971,260,160.443034,472,0.0854,63
1999,UNSAT,2.182302,232,139.015354,271,0.0439,180
